Programa de financiaciÛn;Entidad CP;DenominaciÛn;DescripciÛn;Validez de;Validez a;Fecha de expiraciÛn
QVIN0011;PUCE;IDENTIFICACION PRELI;IDENTIFICACION PRELIMINAR DE PROBLEMATIC;01/01/1900;31/12/9999;31/12/9999
QVIN0012;PUCE;APOYO ACADEMICO Y LU;APOYO ACADEMICO Y LUDICO PARA LA FORMACI;01/01/1900;31/12/9999;31/12/9999
QVIN0013;PUCE;CASAS SOMOS;CASAS SOMOS;01/01/1900;31/12/9999;31/12/9999
QVIN0014;PUCE;DISENO POR LA PARTIC;DISENO POR LA PARTICIPACION;01/01/1900;31/12/9999;31/12/9999
QVIN0015;PUCE;MISION MEDICA 2018;MISION MEDICA 2018;01/01/1900;31/12/9999;31/12/9999
QVIN0016;PUCE;RELATOS- ALTERNATIVA;RELATOS- ALTERNATIVAS COMUNICATIVAS DE A;01/01/1900;31/12/9999;31/12/9999
QVIN0017;PUCE;FORMANDO QUITO;FORMANDO QUITO;01/01/1900;31/12/9999;31/12/9999
QVIN0018;PUCE;DISENO POR LOS REFUG;DISENO POR LOS REFUGIADOS - SJR;01/01/1900;31/12/9999;31/12/9999
QVIN0019;PUCE;GUAMOTE;GUAMOTE;01/01/1900;31/12/9999;31/12/9999
QVIN0020;PUCE;HISTORIAS DE VIDA- R;HISTORIAS DE VIDA- RECUPERACION DE LA ME;01/01/1900;31/12/9999;31/12/9999
QVIN0021;PUCE;INTERVENCIONES PSICO;INTERVENCIONES PSICOSOCIALES EN MANABI;01/01/1900;31/12/9999;31/12/9999
QVIN0022;PUCE;LA CONCEPCION - CARC;LA CONCEPCION - CARCHI - MEMORIA, HISTOR;01/01/1900;31/12/9999;31/12/9999
QVIN0023;PUCE;MICC 2018;MICC 2018;01/01/1900;31/12/9999;31/12/9999
QVIN0024;PUCE;MUSEO MOVIL ARQUEOLO;MUSEO MOVIL ARQUEOLOGICO WILBAUER;01/01/1900;31/12/9999;31/12/9999
QVIN0025;PUCE;PIMAMPIRO - DISENO E;PIMAMPIRO - DISENO EDITORIAL;01/01/1900;31/12/9999;31/12/9999
QVIN0026;PUCE;PROMOCION DE DESTINO;PROMOCION DE DESTINOS TURISTICOS CULINAR;01/01/1900;31/12/9999;31/12/9999
QVIN0027;PUCE;PROMOCION INTEGRAL D;PROMOCION INTEGRAL DE SALUD Y BIENESTAR;01/01/1900;31/12/9999;31/12/9999
QVIN0028;PUCE;PROMOCION INTEGRAL D;PROMOCION INTEGRAL DE SALUD Y BIENESTAR;01/01/1900;31/12/9999;31/12/9999
QVIN0029;PUCE;PROMOCION INTEGRAL D;PROMOCION INTEGRAL DE SALUD Y BIENESTAR;01/01/1900;31/12/9999;31/12/9999
QVIN0030;PUCE;PUCE DISCAPACIDADES;PUCE DISCAPACIDADES 2018 - CAPACITACION;01/01/1900;31/12/9999;31/12/9999
QVIN0031;PUCE;PUCE VIVA;PUCE VIVA;01/01/1900;31/12/9999;31/12/9999
QVIN0032;PUCE;RESERVA ECOLOGICA AN;RESERVA ECOLOGICA ANTISANA - AVITURISMO;01/01/1900;31/12/9999;31/12/9999
QVIN0033;PUCE;SALUD FAMILIAR Y COM;SALUD FAMILIAR Y COMUNITARIA - ATUCUCHO;01/01/1900;31/12/9999;31/12/9999
QVIN0034;PUCE;RELATANDO MITOS CLAS;RELATANDO MITOS CLASICOS HOY;01/01/1900;31/12/9999;31/12/9999
QVIN0035;PUCE;LULI 2018;LULI 2018;01/01/1900;31/12/9999;31/12/9999
QVIN0036;PUCE;CAMPANA DE LAVADO DE;CAMPANA DE LAVADO DE MANOS EN COLEGIOS D;01/01/1900;31/12/9999;31/12/9999
QVIN0037;PUCE;CAPAC URCU- UN ESFUE;CAPAC URCU- UN ESFUERZO COLECTIVO POR LA;01/01/1900;31/12/9999;31/12/9999
QVIN0038;PUCE;CAPACITACION EN SOPO;CAPACITACION EN SOPORTE VITAL BASICO A E;01/01/1900;31/12/9999;31/12/9999
QVIN0039;PUCE;EDUCACION MEDICA VIR;EDUCACION MEDICA VIRTUAL CONTINUA PARA M;01/01/1900;31/12/9999;31/12/9999
QVIN0040;PUCE;ESMERALDAS DULCE;ESMERALDAS DULCE;01/01/1900;31/12/9999;31/12/9999
QVIN0041;PUCE;IMPLEMENTACION DE SA;IMPLEMENTACION DE SALAS DE APOYO A LA LA;01/01/1900;31/12/9999;31/12/9999
QVIN0042;PUCE;OPSA PUCE 2018;OPSA PUCE 2018;01/01/1900;31/12/9999;31/12/9999
QVIN0043;PUCE;PROMOCION DE UNA VID;PROMOCION DE UNA VIDA SALUDABLE- ENFOQUE;01/01/1900;31/12/9999;31/12/9999
QVIN0044;PUCE;ROSE ECUADOR - ANALI;ROSE ECUADOR - ANALISIS DE LA PERCEPCION;01/01/1900;31/12/9999;31/12/9999
QVIN0045;PUCE;ARES;ARES;01/01/1900;31/12/9999;31/12/9999
QVIN0046;PUCE;BIBLIOTECA INCLUSIVA;BIBLIOTECA INCLUSIVA;01/01/1900;31/12/9999;31/12/9999
QVIN0047;PUCE;DESARROLLO SOCIAL IN;DESARROLLO SOCIAL INTEGRAL DE SAN VICENT;01/01/1900;31/12/9999;31/12/9999
QVIN0048;PUCE;ECONOMIA POPULAR Y S;ECONOMIA POPULAR Y SOLIDARIA 2018;01/01/1900;31/12/9999;31/12/9999
QVIN0049;PUCE;HIDROLOGIA E HIDRAUL;HIDROLOGIA E HIDRAULICA 2018;01/01/1900;31/12/9999;31/12/9999
QVIN0050;PUCE;LA TOGLLA - PDOT;LA TOGLLA - PDOT;01/01/1900;31/12/9999;31/12/9999
QVIN0051;PUCE;PLANIMETRIAS Y TOPOG;PLANIMETRIAS Y TOPOGRAFIA 2018;01/01/1900;31/12/9999;31/12/9999
QVIN0052;PUCE;JAMBI CLOWN;JAMBI CLOWN;01/01/1900;31/12/9999;31/12/9999
QVIN0053;PUCE;TECNOLOGIAS DE LA IN;TECNOLOGIAS DE LA INFORMACION AL SERVICI;01/01/1900;31/12/9999;31/12/9999
QVIN0054;PUCE;PROGRAMA PARA LA CON;PROGRAMA PARA LA CONSERVACION DE MURCIEL;01/01/1900;31/12/9999;31/12/9999
QVIN0055;PUCE;A DESALAMBRAR;A DESALAMBRAR;01/01/2019;31/12/2019;31/12/2019
QVIN0056;PUCE;ACNUR 2019;ACNUR 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0057;PUCE;APOYO ACADEMICO Y LU;APOYO ACADEMICO Y LUDICO 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0058;PUCE;ARAQUE-SAN PABLO DEL;DESARROLLO END”GENO DE LA COMUNIDAD DE ARAQUE-SAN;01/01/2019;31/12/2019;31/12/2019
QVIN0059;PUCE;ARQUITECTURA CON LA;ARQUITECTURA CON LA COMUNIDAD;01/01/2019;31/12/2020;31/12/2020
QVIN0060;PUCE;BRIGADAS MEDICAS COM;BRIGADAS MEDICAS COMUNITARIAS;01/01/2019;31/12/2019;31/12/2019
QVIN0061;PUCE;CAMPA—A PRIMERO EL D;CAMPA—A PRIMERO EL DIALOGO;01/01/2019;31/12/2019;31/12/2019
QVIN0062;PUCE;CEIPAR;CEIPAR;01/01/2019;31/12/2019;31/12/2019
QVIN0063;PUCE;CENTRO DE DERECHOS H;CENTRO DE DERECHOS HUMANOS;01/01/2019;31/12/2019;31/12/2019
QVIN0064;PUCE;CIUDAD ABIERTA PUCE;CIUDAD ABIERTA PUCE 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0065;PUCE;COMUNA JURIDICA LA C;COMUNA JURIDICA LA CALERA;01/01/2019;31/12/2019;31/12/2019
QVIN0066;PUCE;CONTEMOS JUNTOS UN C;CONTEMOS JUNTOS UN CUENTO;01/01/2019;31/12/2019;31/12/2019
QVIN0067;PUCE;CORPORACION LK 2019;FORTALECIMIENTO ORGANIZATIVO DE LA CORPORACION DE;01/01/2019;31/12/2019;31/12/2019
QVIN0068;PUCE;CEDIS COSMOVICH 2019;TRABAJO CONJUNTO PARA LA SUPERACION DE LAS EXCLUSI;01/01/2019;31/12/2019;31/12/2019
QVIN0069;PUCE;DISE—O POR LA PARTIC;DISE—O POR LA PARTICIPACION - MUSEOS CIUDAD MIC -;01/01/2019;31/12/2019;31/12/2019
QVIN0070;PUCE;EDITATONA 2019;EDITATONA 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0071;PUCE;EDUCACION AMBIENTAL;EDUCACION AMBIENTAL;01/01/2019;31/12/2019;31/12/2019
QVIN0072;PUCE;EDUCACION FISICA DMQ;ANALISIS DEL NIVEL DE SATISFACCION E IMPORTANCIA S;01/01/2019;31/12/2019;31/12/2019
QVIN0073;PUCE;EDUCACION LEGAL;EDUCACION LEGAL;01/01/2019;31/12/2019;31/12/2019
QVIN0074;PUCE;EMPRENDIMIENTO SOCIA;EMPRENDIMIENTO SOCIAL EN ESMERALDAS;01/01/2019;31/12/2019;31/12/2019
QVIN0075;PUCE;ESCUELA DE FORMACION;ESCUELA DE FORMACION DE EDITORES;01/01/2019;31/12/2019;31/12/2019
QVIN0076;PUCE;EVALUACION DE TECNOL;EVALUACION DE TECNOLOGIAS SANITARIAS PUCE;01/01/2019;31/12/2019;31/12/2019
QVIN0077;PUCE;EVALUACION INTEGRAL;EVALUACION INTEGRAL DE LOS PIES DE PERSONAS DIABET;01/01/2019;31/12/2019;31/12/2019
QVIN0078;PUCE;FAUNA DEL ECUADOR PR;FAUNA DEL ECUADOR PRECOLOMBINO;01/01/2019;31/12/2019;31/12/2019
QVIN0079;PUCE;FEDEPDIF;FEDEPDIF;01/01/2019;31/12/2019;31/12/2019
QVIN0080;PUCE;ECONOMIA POPULAR Y S;ECONOMIA POPULAR Y SOLIDARIA 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0081;PUCE;FUNDACION BANCO DE A;FUNDACION BANCO DE ALIMENTOS;01/01/2019;31/12/2019;31/12/2019
QVIN0082;PUCE;GAD PARROQUIAL AMAGU;GAD PARROQUIAL AMAGUA—A;01/01/2019;31/12/2019;31/12/2019
QVIN0083;PUCE;DEMOCRATIZACION DEL;DEMOCRATIZACION DEL ACCESO AL ARBITRAJE, NEGOCIACI;01/01/2019;31/12/2019;31/12/2019
QVIN0084;PUCE;GT 26;GT 26;01/01/2019;31/12/2019;31/12/2019
QVIN0085;PUCE;HABILIDADES MICRO EM;HABILIDADES MICRO EMPRESARIALES 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0086;PUCE;IMPLEMENTACION HEART;IMPLEMENTACION DE LA INICIATIVA HEARTS;01/01/2019;31/12/2019;31/12/2019
QVIN0087;PUCE;LA CONCEPCION-FASE 2;LA CONCEPCION, MEMORIA, HISTORIA Y ARQUEOLOGIA - F;01/01/2019;31/12/2019;31/12/2019
QVIN0088;PUCE;LII FERIA INTERNACIO;LII FERIA INTERNACIONAL DEL LIBRO PUCE;01/01/2019;31/12/2019;31/12/2019
QVIN0089;PUCE;MALNUTRICION INFANTI;SALUD PUBLICA DESDE ABORDAJE DE LOS DETERMINANTES;01/01/2019;31/12/2019;31/12/2019
QVIN0090;PUCE;MANOS DE AMOR;MANOS DE AMOR;01/01/2019;31/12/2019;31/12/2019
QVIN0091;PUCE;UNOCIZ MICC 2019;TRABAJO COLABORATIVO INTEGRAL PARA MEJORAR LA VIDA;01/01/2019;31/12/2021;31/12/2021
QVIN0092;PUCE;MICROBIOLOGIA 2019;MICROBIOLOGIA 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0093;PUCE;MISION MEDICA;MISION MEDICA;01/01/2019;31/12/2020;31/12/2020
QVIN0094;PUCE;MODULOS E-LEARNING;MODULOS E-LEARNING;01/01/2019;31/12/2019;31/12/2019
QVIN0095;PUCE;OBSERVATORIO TERRITO;OBSERVATORIO TERRITORIAL DE SALUD PUBLICA;01/01/2019;31/12/2019;31/12/2019
QVIN0096;PUCE;PRODUCTOS DE IMPACTO;PRODUCTOS DE IMPACTO - SJR - CMT - HUERTO MANIAS;01/01/2019;31/12/2019;31/12/2019
QVIN0097;PUCE;PROGRAMA PARA LA CON;PROGRAMA PARA LA CONSERVACION DE MUERCIELAGOS 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0098;PUCE;PROMOCION DE SALUD A;PROMOCION DE SALUD A TRAVES DEL ARTE;01/01/2019;31/12/2019;31/12/2019
QVIN0099;PUCE;PROMOCION DE SALUD Y;PROMOCION DE SALUD Y BIENESTAR - MEDICINA;01/01/2019;31/12/2019;31/12/2019
QVIN0100;PUCE;PUCE EN LOS ANDES;PUCE EN LOS ANDES;01/01/2019;31/12/2019;31/12/2019
QVIN0101;PUCE;QUITO 1566;RESCATE DE LA CERVEZA QUITO 1566;01/01/2019;31/12/2019;31/12/2019
QVIN0102;PUCE;SALAS APOYO LACTANCI;ASESORIA Y ACOMPA—AMIENTO PARA IMPLEMENTACION DE S;01/01/2019;31/12/2020;31/12/2020
QVIN0103;PUCE;SALUD FAMILIAR Y COM;SALUD FAMILIAR Y COMUNITARIA ATUCUCHO LA CAMPI—A;01/01/2019;31/12/2019;31/12/2019
QVIN0104;PUCE;SALUD SEXUAL Y REPRO;EDUCACION PARTICIPATIVA COMUNITARIA EN SALUD SEXUA;01/01/2019;31/12/2019;31/12/2019
QVIN0105;PUCE;SALVANDO VIDAS 2019;SALVANDO VIDAS 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0106;PUCE;SAN ISIDRO - PDOT;PLAN DE DESARROLLO PARA LA PARROQUIA DE SAN ISIDRO;01/01/2019;31/12/2019;31/12/2019
QVIN0107;PUCE;SAN PEDRO DEL VALLE;SAN PEDRO DEL VALLE;01/01/2019;31/12/2019;31/12/2019
QVIN0108;PUCE;SANTA CATALINA LABOU;SANTA CATALINA LABOURE;01/01/2019;31/12/2019;31/12/2019
QVIN0109;PUCE;TELECONSULTA MEDICA;INCORPORACION DE UNA PLATAFORMA DE TELECONSULTA ME;01/01/2019;31/12/2019;31/12/2019
QVIN0110;PUCE;TRANSVERSALIZACION D;TRANSVERSALIZACION DE ENFOQUE DE GENERO;01/01/2019;31/12/2019;31/12/2019
QVIN0111;PUCE;TRANSVERSALIZACION O;TRANSVERSALIZACION DE LOS ODS;01/01/2019;31/12/2019;31/12/2019
QVIN0112;PUCE;VIGILANCIA EPIDEMIOL;VIGILANCIA EPIDEMIOLOGICA COMUNITARIA 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0113;PUCE;ACOMPA—AMIENTO LITER;ACOMPA—AMIENTO LITERARIO;01/01/2019;31/12/2019;31/12/2019
QVIN0114;PUCE;ALUMNI CPSA;ALUMNI CPSA;01/01/2019;31/12/2020;31/12/2020
QVIN0115;PUCE;ANDINISMO CON LA COM;ANDINISMO CON LA COMUNIDAD 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0116;PUCE;ARES 2019;ARES 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0117;PUCE;BIOQUIMICA CLINICA 2;BIOQUIMICA CLINICA 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0118;PUCE;CAMPA—A DE LAVADO DE;CAMPA—A DE LAVADO DE MANOS 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0119;PUCE;CENTRO DEL MUCHACHO;CENTRO DEL MUCHACHO TRABAJADOR - ENFERMERÕA;01/01/2019;31/12/2019;31/12/2019
QVIN0120;PUCE;CHUGCHIL¡N;CHUGCHIL¡N;01/01/2019;31/12/2020;31/12/2020
QVIN0121;PUCE;GUAMOTE;GUAMOTE;01/01/2019;31/12/2019;31/12/2019
QVIN0122;PUCE;HISTORIA Y MEMORIA 2;HISTORIA Y MEMORIA 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0123;PUCE;INTERVENCIONES PSICO;INTERVENCIONES PSICOSOCIALES EN MANABÕ 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0124;PUCE;LEVANTAMIENTO DE PRO;LEVANTAMIENTO DE PROBLEM¡TICAS PRELIMINARES;01/01/2019;31/12/2019;31/12/2019
QVIN0125;PUCE;PROMOCI”N DE LA SALU;PROMOCI”N DE LA SALUD MENTAL;01/01/2019;31/12/2019;31/12/2019
QVIN0126;PUCE;PROPUESTA DE REDUCCI;PROPUESTA DE REDUCCI”N DE CONFLICTOS GENTE FAUNA E;01/01/2019;31/12/2019;31/12/2019
QVIN0127;PUCE;PUCE VIVA 2019;PUCE VIVA 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0128;PUCE;RECURSOS DIDACTICOS;RECURSOS DIDACTICOS SOBRE HISTORIA DEL ARTE ECUATO;01/01/2019;31/12/2019;31/12/2019
QVIN0129;PUCE;RELATOS 2019;RELATOS 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0130;PUCE;SPORTFIT JOURNALIST;SPORTFIT JOURNALIST;01/01/2019;31/12/2019;31/12/2019
QVIN0131;PUCE;HIDROLOGÕA E HIDRAUL;HIDROLOGÕA E HIDRAULICA 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0132;PUCE;LA TOGLLA - PDOT 201;LA TOGLLA - PDOT 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0133;PUCE;LULI EN SERVICIO 201;LULI EN SERVICIO 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0134;PUCE;PLANIMETRIAS Y TOPOG;PLANIMETRIAS Y TOPOGRAFIA 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0135;PUCE;TALLERES DE ARTE CON;TALLERES DE ARTE CON LA COMUNIDAD 2019;01/01/2019;31/12/2019;31/12/2019
QVIN0136;PUCE;TESTIMONIOS DE LA MO;TESTIMONIOS DE LA MONTA—A;01/01/2019;31/12/2019;31/12/2019
QVIN0137;PUCE;TIC AL SERVICIO DE L;TIC AL SERVICIO DE LA COMUNIDAD;01/01/2019;31/12/2019;31/12/2019
QVIN0138;PUCE;INVESTIGACI”N ACCION;INVESTIGACI”N ACCION CISEAL;01/01/2019;31/12/2019;31/12/2019
QVIN0139;PUCE;FORTALECIMIENTO DE C;FORTALECIMIENTO DE CAPACIDADES EN ATENCI”N A LA NI;01/01/2019;31/12/2019;31/12/2019
QVIN0140;PUCE;FERIA NAVIDENA DE EC;FERIA NAVIDENA DE ECONOMIA POPULAR Y SOLIDARIA 201;21/10/2019;31/12/2019;31/12/2019
QVIN0141;PUCE;ESTRATEGIAS PSICOSOC;ESTRATEGIAS PSICOSOCIALES PARA DISMINUIR LA ANSIED;25/03/2020;31/12/2020;31/12/2020
QVIN0142;PUCE;MARKETING PARA MI BA;MARKETING PARA MI BARRIO;25/03/2020;31/12/2020;31/12/2020
