Programa de financiaciÛn;Entidad CP;DenominaciÛn;DescripciÛn;Validez de;Validez a;Fecha de expiraciÛn
QAUF0763;PUCE;NUEVOS DATOS, NUEVAS;NUEVOS DATOS, NUEVAS IDEAS, NUEVAS HERRAMIENTAS: E;06/02/2020;31/12/2020;31/12/2020
QAUF0764;PUCE;ECONOMIA FEMINISTA;ECONOMIA FEMINISTA;06/02/2020;31/12/2020;31/12/2020
QAUF0765;PUCE;MATEMATICAS PARA EL;MATEMATICAS PARA EL APRENDIZAJE Y LA ENSE—ANZA DE;06/02/2020;31/12/2020;31/12/2020
QAUF0766;PUCE;IMPACTO EN LA TOMA D;IMPACTO EN LA TOMA DE DECISIONES USANDO STATA;06/02/2020;31/12/2020;31/12/2020
QAUF0767;PUCE;STATA BASICO E INTER;STATA BASICO E INTERMEDIO 2020;06/02/2020;19/11/2020;19/11/2020
QAUF0768;PUCE;PRIMER CONGRESO INTE;PRIMER CONGRESO INTERNACIONAL DE BURNOUT PARENTAL;01/11/2019;31/12/2020;31/12/2020
QAUF0769;PUCE;FOOD STUFIES ECUADOR;FOOD STUFIES ECUADOR;06/01/2020;14/09/2020;14/09/2020
QAUF0770;PUCE;XXXIV CURSO SUPERIOR;XXXIV CURSO SUPERIOR DE DOCENCIA EN CIENCIAS DE LA;17/02/2020;28/11/2020;28/11/2020
QAUF0771;PUCE;CURSO BASICO DE PACI;CURSO BASICO DE PACIENTE ESTANDARIZADO Y SIMULACIO;17/02/2020;14/08/2020;14/08/2020
QAUF0772;PUCE;SANADOR DEL ALMA: RA;SANADOR DEL ALMA: RADESTESIA COMO METODO DE DIAGNO;17/02/2020;12/11/2020;12/11/2020
QAUF0773;PUCE;CURSO DE GESTION DE;CURSO DE GESTION DE CALIDAD EN LABORATORIOS CLINIC;17/02/2020;26/11/2020;26/11/2020
QAUF0774;PUCE;HISTORIA DEL ARTE EC;HISTORIA DEL ARTE ECUATORIANO MARZO - JUNIO;17/02/2020;09/12/2020;09/12/2020
QAUF0775;PUCE;HISTORIA DE LA MUSIC;HISTORIA DE LA MUSICA MARZO A JUNIO;17/02/2020;10/12/2020;10/12/2020
QAUF0776;PUCE;CORRECCION DE ESTILO;CORRECCION DE ESTILO DE JUNIO A JULIO;01/06/2020;01/07/2020;01/07/2020
QAUF0777;PUCE;PROCESO DE ATENCION;PROCESO DE ATENCION ENFERMERO;26/02/2020;31/12/2020;31/12/2020
QAUF0778;PUCE;CONCURSO DE ENSAYOS;CONCURSO DE ENSAYOS JURIDICOS GIDE;28/01/2020;31/12/2020;31/12/2020
QAUF0779;PUCE;INTRODUCCION A LA CO;INTRODUCCION A LA CORRECCION DE TEXTOS MAR-MAY;07/03/2020;12/11/2020;12/11/2020
QAUF0780;PUCE;PROGRAMA PREPARACION;PROGRAMA PREPARACION EXAMEN DE HABILITACION PROFES;07/03/2020;18/11/2020;18/11/2020
QAUF0781;PUCE;CONCEPTUALIZACION Y;CONCEPTUALIZACION Y DESARROLLO DE LA INFOGRAFICA P;07/03/2020;28/09/2020;28/09/2020
QAUF0782;PUCE;ALOJAMIENTO ESTUDIAN;ALOJAMIENTO ESTUDIANTES LOYOLA UNIVERSITY NEW ORLE;07/03/2020;12/12/2020;12/12/2020
QAUF0783;PUCE;CHONTA (DIVERSIDAD B;CHONTA (DIVERSIDAD BIOLOGICA DE BACTRIS GASIPAES E;07/03/2020;31/12/2020;31/12/2020
QAUF0784;PUCE;MONITOREO DE BIOINDI;MONITOREO DE BIOINDICADORES CONCESION LA ZARZA - E;07/03/2020;31/12/2020;31/12/2020
QAUF0785;PUCE;MONITOREO DE BIOINDI;MONITOREO DE BIOINDICADORES PARA EL PROYECTO EXPLO;07/03/2020;31/12/2020;31/12/2020
QAUF0786;PUCE;MONITOREO BIOTICO DE;MONITOREO BIOTICO DE LAS CONCESIONES MINERAS EMPER;07/03/2020;31/12/2020;31/12/2020
QAUF0787;PUCE;MONITOREO ANUAL LINE;MONITOREO ANUAL LINEA DE TRANSMISION ELECTRICA BOM;07/03/2020;31/12/2020;31/12/2020
QAUF0788;PUCE;ECO SEEK ECUADOR;ECO SEEK ECUADOR;09/03/2020;31/12/2020;31/12/2020
QAUF0789;PUCE;PROGRAMA: FORMACION;PROGRAMA: FORMACION DE TUTORES EN LA PREVENCION DE;09/03/2020;31/12/2020;31/12/2020
QAUF0790;PUCE;CURSO ESPECIALIZADO;CURSO ESPECIALIZADO SOBRE DERECHO DIGITAL;11/03/2020;11/08/2020;11/08/2020
QAUF0791;PUCE;PROYECTO DIAGNOSTICO;PROYECTO DIAGNOSTICO COVID-19;02/04/2020;31/12/2020;31/12/2020
QAUF0792;PUCE;IMPLEMENTACI”N PUCEM;IMPLEMENTACI”N PUCEMAS SEDES;15/12/2019;31/12/2020;31/12/2020
QAUF0793;PUCE;MONITOREO BIOTICO DE;MONITOREO BIOTICO DEL ESTUDIO COMPLEMENTARIO CONCE;17/04/2020;31/12/2020;31/12/2020
QAUF0794;PUCE;ANALISIS COYUNTURAL;ANALISIS COYUNTURAL DEL ACTUAL ESTADO DE EXCEPCION;10/05/2020;15/12/2020;15/12/2020
QAUF0795;PUCE;BIO GEEC CONSORCIO D;BIO GEEC CONSORCIO DE BIODIVERSIDAD ALEMAN - ECUAT;18/05/2020;31/12/2020;31/12/2020
QAUF0796;PUCE;INICIATIVA FUSARIUM,;INICIATIVA FUSARIUM, UNA PLATAFORMA MULTIPROPOSITO;18/05/2020;31/12/2020;31/12/2020
QAUF0797;PUCE;DIAGNOSTICO COVID-19;DIAGNOSTICO COVID-19 VENTA PRUEBAS;22/05/2020;31/12/2020;31/12/2020
QAUF0798;PUCE;DISPOSITIVOS PSICOLO;DISPOSITIVOS PSICOLOGICOS EN SITUACI”N DE EMERGENC;28/05/2020;31/12/2020;31/12/2020
QAUF0799;PUCE;PLANIFICACION, DIDAC;PLANIFICACION, DIDACTICA Y EVALUACION AGO-DIC;28/05/2020;29/05/2021;29/05/2021
QAUF0800;PUCE;SALUD INTEGRAL;SALUD INTEGRAL;28/05/2020;29/05/2021;29/05/2021
QAUF0801;PUCE;PRINCIPIOS Y VALORES;PRINCIPIOS Y VALORES EN LA EDUCACION INNOVADORA;28/05/2020;29/05/2021;29/05/2021
QAUF0802;PUCE;PROFESIONALIZACION Y;PROFESIONALIZACION Y HOMOLOGACION DOCENTE;28/05/2020;29/05/2021;29/05/2021
QAUF0803;PUCE;TIC S E INCLUSION;TIC S E INCLUSION;28/05/2020;29/05/2021;29/05/2021
QAUF0804;PUCE;FUNDAMENTOS DEL APRE;FUNDAMENTOS DEL APRENDIZAJE AGO-DIC;28/05/2020;29/05/2021;29/05/2021
QAUF0805;PUCE;TALLER DE GUITARRA F;TALLER DE GUITARRA FUNCIONAL;28/05/2020;29/05/2021;29/05/2021
QAUF0806;PUCE;FUNDAMENTOS DEL APRE;FUNDAMENTOS DEL APRENDIZAJE JUN-JUL;28/05/2020;29/05/2021;29/05/2021
QAUF0807;PUCE;LECTURA COGNITIVA AV;LECTURA COGNITIVA AVANZADA;28/05/2020;29/05/2021;29/05/2021
QAUF0808;PUCE;LENGUAJE Y AUDICION;LENGUAJE Y AUDICION MUSICAL I;28/05/2020;29/05/2021;29/05/2021
QAUF0809;PUCE;DIDACTICA DE MATEMAT;DIDACTICA DE MATEMATICA;28/05/2020;29/05/2021;29/05/2021
QAUF0810;PUCE;APROXIMACION A LA LI;APROXIMACION A LA LITERATURA INFANTIL Y JUVENIL;28/05/2020;29/05/2021;29/05/2021
QAUF0811;PUCE;DIDACTICA MUSICAL;DIDACTICA MUSICAL;28/05/2020;29/05/2021;29/05/2021
QAUF0812;PUCE;LITERATURA INFANTIL;LITERATURA INFANTIL 1;28/05/2020;29/05/2021;29/05/2021
QAUF0813;PUCE;FUNDAMENTOS DE LA ED;FUNDAMENTOS DE LA EDUCACION FISICA E INICIACION DE;28/05/2020;29/05/2021;29/05/2021
QAUF0814;PUCE;ESTRATEGIAS DE PENSA;ESTRATEGIAS DE PENSAMIENTO CREATIVO Y LA ENSE—ANZA;28/05/2020;29/05/2021;29/05/2021
QAUF0815;PUCE;EVALUACION POR RESUL;EVALUACION POR RESULTADOS DE APRENDIZAJE AGO - DIC;28/05/2020;29/05/2021;29/05/2021
QAUF0816;PUCE;EXPRESION Y PENSAMIE;EXPRESION Y PENSAMIENTO CREATIVO EN LA ENSENANZA -;28/05/2020;29/05/2021;29/05/2021
QAUF0817;PUCE;ESTRATEGIA DE PENSAM;ESTRATEGIA DE PENSAMIENTO CREATIVO EN LA ENSENANZA;28/05/2020;29/05/2021;29/05/2021
QAUF0818;PUCE;APRENDIZAJE Y ENSENA;APRENDIZAJE Y ENSENANZA DE LA CULTURA FISICA;28/05/2020;29/05/2021;29/05/2021
QAUF0819;PUCE;EDUCACION INCLUSIVA;EDUCACION INCLUSIVA;28/05/2020;29/05/2021;29/05/2021
QAUF0820;PUCE;DIDACTICA DE LA LENG;DIDACTICA DE LA LENGUA Y LA LITERATURA;28/05/2020;29/05/2021;29/05/2021
QAUF0821;PUCE;NEUROEDUCACION;NEUROEDUCACION;28/05/2020;29/05/2021;29/05/2021
QAUF0822;PUCE;MUSICOTERAPIA Y ATEN;MUSICOTERAPIA Y ATENCION A LA DIVERSIDAD;28/05/2020;29/05/2021;29/05/2021
QAUF0823;PUCE;ANALISIS EXPLORATORI;ANALISIS EXPLORATORIO DE DATOS CON PROGRAMACION EN;28/05/2020;31/12/2020;31/12/2020
QAUF0824;PUCE;DISENO Y GERENCIAMIE;DISENO Y GERENCIAMIENTO DE PROYECTOS EN ESCENARIOS;29/05/2020;31/12/2020;31/12/2020
QAUF0825;PUCE;REDACCION DE ARTICUL;REDACCION DE ARTICULOS PARA LAS CIENCIAS SOCIALES;29/05/2020;31/12/2020;31/12/2020
QAUF0826;PUCE;PLANIFICACION Y CAPA;PLANIFICACION Y CAPACIDADES;29/05/2020;31/12/2020;31/12/2020
QAUF0827;PUCE;EL LIBRE COMERCIO IN;EL LIBRE COMERCIO INTERNACIONAL EN UN MUNDO SIN FR;29/05/2020;31/12/2020;31/12/2020
QAUF0828;PUCE;ECONOMIA AMBIENTAL Y;ECONOMIA AMBIENTAL Y ECONOMIA DEL CAMBIO CLIMATICO;29/05/2020;31/12/2020;31/12/2020
QAUF0829;PUCE;ECONOMIA CIRCULAR: N;ECONOMIA CIRCULAR: NUEVO PARADIGMA, NUEVOS NEGOCIO;29/05/2020;31/12/2020;31/12/2020
QAUF0830;PUCE;EFECTOS DE LA SITUAC;EFECTOS DE LA SITUACION SOCIOECONOMICA EN LOS NINO;10/05/2020;31/12/2020;31/12/2020
QAUF0831;PUCE;FORTALECIMIENTO INST;FORTALECIMIENTO INSTITUCIONAL - PUCE;30/06/2020;31/12/2020;31/12/2020
QAUF0832;PUCE;CONTROL DE LA ENFERM;CONTROL DE LA ENFERMEDAD DE CHAGAS MEDIANTE LA APL;07/07/2020;30/07/2021;30/07/2021
QAUF0833;PUCE;LA FILOSOFIA COMO CU;LA FILOSOFIA COMO CUIDADO DE SI;02/09/2020;31/12/2020;31/12/2020
QAUF0834;PUCE;KANT, LOS LIMITES DE;KANT, LOS LIMITES DE LA RAZON, CIENCIA Y METAFISIC;02/09/2020;31/12/2020;31/12/2020
QAUF0835;PUCE;INTRODUCCION A LA FI;INTRODUCCION A LA FILOSOFIA FRANCESA CONTEMPORANEA;02/09/2020;31/12/2020;31/12/2020
QAUF0836;PUCE;EL EXISTENCIALISMO D;EL EXISTENCIALISMO DE JEAN-PAUL SARTRE;02/09/2020;31/12/2020;31/12/2020
QAUF0837;PUCE;INTRODUCCION A LA ET;INTRODUCCION A LA ETICA;02/09/2020;31/12/2020;31/12/2020
QAUF0838;PUCE;POLITICA AMBIENTAL;POLITICA AMBIENTAL;02/09/2020;31/12/2020;31/12/2020
QAUF0839;PUCE;OPTIMIZACION ECONOMI;OPTIMIZACION ECONOMICA;02/09/2020;31/12/2020;31/12/2020
QAUF0840;PUCE;FINANZAS BANCARIAS;FINANZAS BANCARIAS;02/09/2020;31/12/2020;31/12/2020
QAUF0841;PUCE;ANALISIS DE DATOS I;ANALISIS DE DATOS I;02/09/2020;31/12/2020;31/12/2020
QAUF0842;PUCE;ANALISIS DE DATOS II;ANALISIS DE DATOS II;02/09/2020;31/12/2020;31/12/2020
QAUF0843;PUCE;VALORACION AMBIENTAL;VALORACION AMBIENTAL;02/09/2020;31/12/2020;31/12/2020
QAUF0844;PUCE;MODELOS ECONOMETRICO;MODELOS ECONOMETRICOS;02/09/2020;31/12/2020;31/12/2020
QAUF0845;PUCE;DESARROLLO URBANO Y;DESARROLLO URBANO Y CAMBIO CLIMATICO;02/09/2020;31/12/2020;31/12/2020
QAUF0846;PUCE;FORTALECIMIENTO INST;FORTALECIMIENTO INSTITUCIONAL - PUCE;01/06/2020;31/12/2020;31/12/2020
QAUF0847;PUCE;LA ENFERMEDAD CRONIC;LA ENFERMEDAD CRONICA Y LA FAMILIA DESDE UNA VISIO;05/08/2020;31/12/2020;31/12/2020
QAUF0848;PUCE;PROGRAMA HERRAMIENTA;PROGRAMA HERRAMIENTAS PARA LA PREVENCION DEL SUICI;05/08/2020;31/12/2020;31/12/2020
QAUF0849;PUCE;PROGRAMA FORMACION D;PROGRAMA FORMACION DE FACILITADORES;05/08/2020;31/12/2020;31/12/2020
QAUF0850;PUCE;PROGRAMA: EXCEL PARA;PROGRAMA: EXCEL PARA LA PREPARACION DE PROYECTOS D;05/08/2020;31/12/2020;31/12/2020
QAUF0851;PUCE;DINAMICA DE LAS ORGA;DINAMICA DE LAS ORGANIZACIONES Y ENFOQUE SISTEMICO;05/08/2020;31/12/2020;31/12/2020
QAUF0852;PUCE;PROGRAMA: TECNICO EN;PROGRAMA: TECNICO EN GESTION DE NOMINA;05/08/2020;31/12/2020;31/12/2020
QAUF0853;PUCE;PROGRAMA: PLANIFICAC;PROGRAMA: PLANIFICACION Y APLICACION DE PROYECTOS;05/08/2020;31/12/2020;31/12/2020
QAUF0854;PUCE;PROGRAMA: REDISENO D;PROGRAMA: REDISENO DE ESTRUCTURAS ORGANIZACIONALES;05/08/2020;31/12/2020;31/12/2020
QAUF0855;PUCE;PSICOGENEALOGIA;PSICOGENEALOGIA;05/08/2020;31/12/2020;31/12/2020
QAUF0856;PUCE;PROGRAMA: PSICOLOGIA;PROGRAMA: PSICOLOGIA FAMILIAR EN EL MUNDO DE HOY;05/08/2020;31/12/2020;31/12/2020
QAUF0857;PUCE;FORMACION TEOLOGICA;FORMACION TEOLOGICA DE LIDERES COMUNITARIOS AGOSTO;06/08/2020;31/12/2020;31/12/2020
QAUF0858;PUCE;AUXILIARES DE ENFERM;AUXILIARES DE ENFERMERIA SEP20 - ENER21;07/08/2020;30/06/2021;30/06/2021
QAUF0859;PUCE;OPTIMIZACION Y DESAR;OPTIMIZACION Y DESARROLLO PRE CLINICO DE UNA CEPA;07/09/2020;07/09/2023;07/09/2023
QAUF0860;PUCE;UN MARCO NOVEDOSO PA;UN MARCO NOVEDOSO PARA PREDECIR LA TRANSMISION DE;07/09/2020;07/09/2023;07/09/2023
QAUF9999;PUCE;IVA RECAUDADO;IVA RECAUDADO;01/01/1900;31/12/9999;31/12/9999
QAYM0001;PUCE;ADECUACIONES ASIGNAC;ADECUACIONES ASIGNACION GLOBAL;01/01/1900;31/12/9999;31/12/9999
QAYM0002;PUCE;GRADAS DE EMERGENCIA;GRADAS DE EMERGENCIA;01/01/1900;15/01/2020;15/01/2020
QESP0013;PUCE;GRUPO DE LA SALUD GO;GRUPO DE LA SALUD GOTITAS DE SAL Y DE SO;01/01/1900;31/12/9999;31/12/9999
QESP0014;PUCE;FORTALECIMIENTO INTE;FORTALECIMIENTO INTERNO;01/01/1900;31/12/9999;31/12/9999
QESP0015;PUCE;COMUNIDAD IGNACIANA;COMUNIDAD IGNACIANA DE ESTUDIANTES IGNIS;01/01/1900;31/12/9999;31/12/9999
QESP0016;PUCE;ACOMPANAMIENTO INTEG;ACOMPANAMIENTO INTEGRAL Y MOVILIDAD ESTU;01/01/1900;31/12/9999;31/12/9999
QESP0017;PUCE;AGENDA CULTURAL;AGENDA CULTURAL;01/01/1900;31/12/9999;31/12/9999
QESP0018;PUCE;UNA NOCHE EN LOS MUS;UNA NOCHE EN LOS MUSEOS;01/01/1900;31/12/9999;31/12/9999
QESP0019;PUCE;TALLERES INSTITUTO D;TALLERES INSTITUTO DE INVESTIGACIONES EC;01/01/1900;31/12/9999;31/12/9999
QESP0020;PUCE;CAMINERIA FRENTE CAF;CAMINERIA FRENTE CAFETERIA;01/01/1900;31/12/9999;31/12/9999
QESP0021;PUCE;EXPOSICION PANCHO CA;EXPOSICION PANCHO CAJAS;01/01/1900;31/12/9999;31/12/9999
QESP0022;PUCE;VARIOS CENTRO CULTUR;VARIOS CENTRO CULTURAL;01/01/1900;31/12/9999;31/12/9999
QESP0023;PUCE;ICHIBAN;ICHIBAN;01/01/1900;31/12/9999;31/12/9999
QESP0024;PUCE;EXPOSICION ANTONIO R;EXPOSICION ANTONIO ROMOLEROUX;01/01/1900;31/12/9999;31/12/9999
QESP0025;PUCE;ELECCION MIEMBROS CO;ELECCION MIEMBROS CONSEJO SUPERIOR ESTUD;01/01/1900;31/12/9999;31/12/9999
QESP0026;PUCE;FORMACION HUMANA CRI;FORMACION HUMANA CRISTIANA E IGNACIANA P;01/01/1900;31/12/9999;31/12/9999
QESP0027;PUCE;EQUIPAMIENTO PUCE MA;EQUIPAMIENTO PUCE MAS 2018;01/01/1900;31/12/9999;31/12/9999
QESP0028;PUCE;EXPOSICION ENCUENTRO;EXPOSICION ENCUENTROS Y TERRITORIOS;01/01/1900;31/12/9999;31/12/9999
QESP0029;PUCE;ENCUENTRO DE PAISES;ENCUENTRO DE PAISES PUCE 2018;01/01/1900;31/12/9999;31/12/9999
QESP0030;PUCE;EXPOSICION AFESE;EXPOSICION AFESE;01/01/1900;31/12/2018;31/12/2018
QESP0031;PUCE;ExposiciÛn 30 AÒos M;ExposiciÛn 30 AÒos Museo Weilbauer;01/01/2018;31/12/2019;31/12/2019
QESP0032;PUCE;BIENESTAR ESTUDIANTI;BIENESTAR ESTUDIANTIL Y ACOMPA—AMIENTO INTEGRAL;01/01/2019;31/12/2999;31/12/2999
QESP0033;PUCE;MOVILIDAD INTERNACIO;MOVILIDAD INTERNACIONAL;01/01/2019;31/12/2999;31/12/2999
QESP0034;PUCE;ExposiciÛn Alas y Mu;ExposiciÛn Alas y Mujeres;01/01/2019;31/12/2999;31/12/2999
QESP0035;PUCE;ENCUENTROS ALTERNATI;ENCUENTROS ALTERNATIVOS DE PASTORAL;01/01/2019;31/12/9999;31/12/9999
QESP0036;PUCE;VUI Y PRINCIPIOS INS;VUI Y PRINCIPIOS INSTITUCIONALES;01/01/2019;31/12/9999;31/12/9999
QESP0037;PUCE;CARDONER BLOQUE II;CARDONER BLOQUE II;01/01/2019;31/12/2019;31/12/2019
QESP0038;PUCE;GuayasamÌn: Expresio;GuayasamÌn: Expresiones en gr·fica;01/01/2019;31/12/2019;31/12/2019
QESP0039;PUCE;IMPLEMENTACI”N DEL C;IMPLEMENTACI”N DEL CURSO DE EVALUACI”N SEMIPRESENC;16/04/2019;31/12/2019;31/12/2019
QESP0040;PUCE;ExposiciÛn IKEBANA;ExposiciÛn IKEBANA;07/06/2019;31/12/2019;31/12/2019
QESP0041;PUCE;ExposiciÛn Psique;ExposiciÛn Psique;29/07/2019;31/12/2019;31/12/2019
QESP0042;PUCE;ExposiciÛn 70 Aniver;ExposiciÛn 70 Aniversario de la FundaciÛn de la Nu;03/09/2019;31/12/2019;31/12/2019
QESP0043;PUCE;ExposiciÛn Jorge Cha;ExposiciÛn Jorge Chalco, un artista entre dos sigl;26/09/2019;31/12/2019;31/12/2019
QESP0044;PUCE;ELECCION REPRESENTAN;ELECCION REPRESENTANTES DOCENTES CONSEJO SUPERIOR;30/10/2019;31/12/9999;31/12/9999
QESP0045;PUCE;ELECCION REPRESENTAN;ELECCION REPRESENTANTES ADMINISTRATIVOS CONSEJO SU;30/10/2019;31/12/9999;31/12/9999
QESP0046;PUCE;ELECCION REPRESENTAN;ELECCION REPRESENTANTES ESTUDIANTES CONSEJO SUPERI;30/10/2019;31/12/9999;31/12/9999
QESP0047;PUCE;EXPOSICION BOTERO;EXPOSICION BOTERO;29/01/2020;31/12/2020;31/12/2020
QESP0048;PUCE;EXPOSICION: EL TIEMP;EXPOSICION: EL TIEMPO LO DIRA - FRANCISCO GALARRAG;19/02/2020;31/12/2020;31/12/2020
QFON0001;PUCE;FONDO DE DESARROLLO;FONDO DE DESARROLLO;01/01/1900;31/12/9999;31/12/9999
QFON0002;PUCE;FONDO DE SOSTENIBILI;FONDO DE SOSTENIBILIDAD;01/01/1900;31/12/9999;31/12/9999
QFON0003;PUCE;FONDO FACULTAD TEOLO;FONDO FACULTAD TEOLOGIA;01/01/1900;31/12/9999;31/12/9999
QFON0004;PUCE;FONDO COMPENSACION S;FONDO COMPENSACION SALARIAL;01/01/1900;31/12/9999;31/12/9999
QFON0005;PUCE;FONDO DE DESARROLLO;FONDO DE DESARROLLO ESTUDIOS ESPECIALIZA;01/01/1900;31/12/9999;31/12/9999
QFON0006;PUCE;ACOMPANAMIENTO PSICO;ACOMPANAMIENTO PSICOLOGICO;01/01/1900;31/12/9999;31/12/9999
QFON0007;PUCE;FONDO CISEAL;FONDO CISEAL;01/01/1900;31/12/9999;31/12/9999
QFON0008;PUCE;FONDO EMERGENCIAS CI;FONDO EMERGENCIAS CIEI;01/01/1900;31/12/9999;31/12/9999
QFON0009;PUCE;FONDO DE PROMOCION;FONDO DE PROMOCION;01/01/1900;31/12/9999;31/12/9999
QFON0010;PUCE;FONDO DEL CENTRO CUL;FONDO DEL CENTRO CULTURAL;01/01/1900;31/12/9999;31/12/9999
QFON0011;PUCE;FONDO DESARROLLO MAE;FONDO DESARROLLO MAESTRIAS CERRADAS;01/01/1900;31/12/9999;31/12/9999
QFON0012;PUCE;CERTIFICACION PEED;CERTIFICACION PEED;01/01/1900;31/12/9999;31/12/9999
QFON0013;PUCE;CARACTERIZACION GENE;CARACTERIZACION GENETICA Y ANALISIS BIOI;01/01/1900;31/12/9999;31/12/9999
QFON0014;PUCE;INDEMNIZ.DINAM.PLANT;INDEMNIZ.DINAM.PLANTULAS SEMILLAS;01/01/1900;31/12/9999;31/12/9999
QFON0015;PUCE;FONDO DE BECAS;FONDO DE BECAS;01/01/1900;31/12/9999;31/12/9999
QFON0016;PUCE;FONDO CASA SUSTENTAB;FONDO CASA SUSTENTABLE EN NAYON;03/06/2019;31/12/2019;31/12/2019
QFON0017;PUCE;SERVICIO A LA COMUNI;SERVICIO A LA COMUNIDAD;01/01/2019;31/12/2999;31/12/2999
QFON0018;PUCE;FONDO VILLANO;FONDO VILLANO;26/03/2019;31/12/9999;31/12/9999
QFUN0001;PUCE;FUNCIONAMIENTO;FUNCIONAMIENTO;01/01/1900;31/12/9999;31/12/9999
QFUN0002;PUCE;CAPACITACION DOCENTE;CAPACITACION DOCENTE;01/01/1900;31/12/9999;31/12/9999
QFUN0003;PUCE;CAPACITACION ADMINIS;CAPACITACION ADMINISTRATIVA;01/01/1900;31/12/9999;31/12/9999
QFUN0004;PUCE;FORMACION DOCENTE DO;FORMACION DOCENTE DOCTORADOS;01/01/1900;31/12/9999;31/12/9999
QFUN0005;PUCE;FORMACION DOCENTE MA;FORMACION DOCENTE MAESTRIAS;01/01/1900;31/12/9999;31/12/9999
QFUN0006;PUCE;GIRAS ACADEMICAS;GIRAS ACADEMICAS;01/01/1900;31/12/9999;31/12/9999
QFUN0007;PUCE;SALIDAS DE CAMPO Y E;SALIDAS DE CAMPO Y EVENTOS ACADEMICOS;01/01/1900;31/12/9999;31/12/9999
QFUN0008;PUCE;USO DE INTERNET Y EQ;USO DE INTERNET Y EQUIPAMIENTO;01/01/1900;31/12/9999;31/12/9999
QFUN0009;PUCE;IMPRESION DE CALIDAD;IMPRESION DE CALIDAD;01/01/1900;31/12/9999;31/12/9999
QFUN0010;PUCE;CENTRO DE DERECHOS H;CENTRO DE DERECHOS HUNANOS;01/01/1900;31/12/9999;31/12/9999
QFUN0011;PUCE;PROMOCION DE SALUD;PROMOCION DE SALUD;01/01/1900;31/12/9999;31/12/9999
QFUN0012;PUCE;REPRESENTACIONES DOC;REPRESENTACIONES DOCENTES;01/01/1900;31/12/9999;31/12/9999
QFUN0013;PUCE;REPRESENTACIONES ADM;REPRESENTACIONES ADMINISTRATIVOS;01/01/1900;31/12/9999;31/12/9999
QFUN0014;PUCE;CARNETIZACION;CARNETIZACION;01/01/1900;31/12/9999;31/12/9999
QFUN0015;PUCE;NAYON SANTANDER;NAYON SANTANDER;01/01/1900;31/12/9999;31/12/9999
QFUN0016;PUCE;PRESTAMO-VENTA CETES;PRESTAMO-VENTA CETES;01/01/1900;31/12/9999;31/12/9999
QFUN0017;PUCE;PASANTIAS PUCE;PASANTIAS PUCE;01/01/2019;31/12/2999;31/12/2999
QFUN0018;PUCE;SALIDAS DE CAMPO;SALIDAS DE CAMPO;01/01/2019;31/12/2999;31/12/2999
QFUN0019;PUCE;EVENTOS ACADEMICOS;EVENTOS ACADEMICOS;01/01/2019;31/12/2999;31/12/2999
QFUN0020;PUCE;ACOMPA—AMIENTO PSICO;ACOMPA—AMIENTO PSICOLOGICO;01/01/2019;31/12/2999;31/12/2999
QFUN0021;PUCE;INTERPRETES LENGUA D;INTERPRETES LENGUA DE SENAS;24/06/2020;31/12/9999;31/12/9999
QIMP0001;PUCE;CAMPUS NAYON;CAMPUS NAYON;01/01/1900;31/12/2020;31/10/2020
QIMP0002;PUCE;CAMPUS NAYON - REAL;CAMPUS NAYON - REAL;01/12/2019;31/12/2020;31/12/2020
QINT0001;PUCE;PUCE MAS 2018;PUCE MAS 2018;01/01/1900;31/12/9999;31/12/9999
QINV0001;PUCE;INVESTIGACIONES ASIG;INVESTIGACIONES ASIGNACION GLOBAL;01/01/1900;31/12/9999;31/12/9999
QINV0002;PUCE;EQUIPAMIENTO DINV;EQUIPAMIENTO DINV;01/01/1900;31/12/9999;31/12/9999
QINV0003;PUCE;BECARIOS;BECARIOS;01/01/1900;31/12/9999;31/12/9999
QINV0004;PUCE;LICENCIA, PERMISO O;LICENCIA, PERMISO O COMISION DE SERVICIO;01/01/1900;31/12/9999;31/12/9999
QINV0005;PUCE;CONSULTORIA DINV;CONSULTORIA DINV;01/01/1900;31/12/9999;31/12/9999
QINV0006;PUCE;COMITE DE ETICA DE L;COMITE DE ETICA DE LA INVESTIGACION EN S;01/01/1900;31/12/9999;31/12/9999
QINV0007;PUCE;OFICINA DE PROPIEDAD;OFICINA DE PROPIEDAD INTELECTUAL Y TRANS;01/01/1900;31/12/9999;31/12/9999
QINV0008;PUCE;REDU;REDU;01/01/1900;31/12/9999;31/12/9999
QINV0009;PUCE;EVENTOS ACADEMICOS E;EVENTOS ACADEMICOS EN LA PUCE;01/01/1900;31/12/9999;31/12/9999
QINV0010;PUCE;ASISTENCIA A EVENTOS;ASISTENCIA A EVENTOS CIENTIFICOS;01/01/1900;31/12/9999;31/12/9999
QINV0011;PUCE;PUBLICACIONES, EDICI;PUBLICACIONES, EDICION DE TEXTOS, EDICIO;01/01/1900;31/12/9999;31/12/9999
QINV0012;PUCE;LICENCIAS Y EQUIPOS;LICENCIAS Y EQUIPOS DE INFORMATICA;01/01/1900;31/12/9999;31/12/9999
QINV0013;PUCE;DEGRADACION DE HERBI;DEGRADACION DE HERBICIDAS DE MAYOR USO E;01/01/1900;31/12/9999;31/12/9999
